Reference Produit FR|Reference annonce SKU|Categorie|Type de produit|Titre article anglais|Titre article francais|Titre article espagnol|Description detaillee anglais|Description detaillee francais|Description detaillee espagnol|Public|Taille anglais|Taille francais espagnol|Couleur|Marque Fabriquant|Prix origine anglais|Prix origine francais|Prix origine espagnol|Prix vente anglais|Prix vente francais|Prix vente espagnol|Qualite|Quantite|Commentaire annonce anglais|Commentaire annonce francais|Commentaire annonce espagnol|Commentaire prive|URL Image 1|URL Image 2|URL Image 3|URL Image 4|
H_G-Star_T-Shirt_Black|H_G-Star_T-Shirt_Black_L||||T-Shirt G-Star Raw L  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur NoirBelle qualité de coton Flocage Multicolore G-Star sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Black - SOLDES JUSQU’À -70%||||L||G-Star Raw||60|||29.4||N|0|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_black_r1.jpg||||
H_G-Star_T-Shirt_Black|H_G-Star_T-Shirt_Black_XL||||T-Shirt G-Star Raw XL  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur NoirBelle qualité de coton Flocage Multicolore G-Star sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Black - SOLDES JUSQU’À -70%||||XL||G-Star Raw||60|||29.4||N|0|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_black_r1.jpg||||
H_G-Star_T-Shirt_Eldra_Gris|H_G-Star_T-Shirt_Eldra_Gris_L||||T-Shirt G-Star Raw L  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur GrisBelle qualité de cotonImprimé G-Star Raw Denim sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Eldra_Gris - SOLDES JUSQU’À -70%||||L||G-Star Raw||60|||29.4||N|4|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_eldragris_r1.jpg||||
H_G-Star_T-Shirt_Eldra_Gris|H_G-Star_T-Shirt_Eldra_Gris_M||||T-Shirt G-Star Raw M  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur GrisBelle qualité de cotonImprimé G-Star Raw Denim sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Eldra_Gris - SOLDES JUSQU’À -70%||||M||G-Star Raw||60|||29.4||N|3|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_eldragris_r1.jpg||||
H_G-Star_T-Shirt_Eldra_Gris|H_G-Star_T-Shirt_Eldra_Gris_S||||T-Shirt G-Star Raw S  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur GrisBelle qualité de cotonImprimé G-Star Raw Denim sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Eldra_Gris - SOLDES JUSQU’À -70%||||S||G-Star Raw||60|||29.4||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_eldragris_r1.jpg||||
H_G-Star_T-Shirt_Eldra_Gris|H_G-Star_T-Shirt_Eldra_Gris_XL||||T-Shirt G-Star Raw XL  - Soldes||| Tee Shirt G Star Raw - HommeNouvelle Collection Très confortable - Couleur GrisBelle qualité de cotonImprimé G-Star Raw Denim sur la poitrine T-Shirts Manches Courtes Col Rond  100% CotonRéf: H_G-Star_T-Shirt_Eldra_Gris - SOLDES JUSQU’À -70%||||XL||G-Star Raw||60|||29.4||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/t-shirt-g-star_eldragris_r1.jpg||||
H_GuessBM_Polo_M676_Cafe|H_GuessBM_Polo_M676_Cafe_M||||Polo Maille Piquée Guess By Marciano M  - Soldes|||Nouvelle CollectionMagnifique Polo Camel Maille Piquée  Très élégant et agréable à porter Liseré Turquoise sur les manches et au niveau du colDoublure sur les côtés afin d'amener de la souplesse et de la tenue avec Imprimé Guess By Marciano Collection 1ère Ligne Guess By Marciano - Los Angeles 95% Coton - 5% Elasthanne  Ref : H_GuessBM_Polo_M676_Cafe - SOLDES JUSQU’À -70%||||M||Guess by Marciano||79|||47.4||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guessbm_polom676_cafer.jpg||||
H_GuessBM_T-Shirt_M609_Blanc|H_GuessBM_T-Shirt_M609_Blanc_XXL||||T-Shirt Guess By Marciano XXL  - Soldes|||DERNIERE PIECE : XXL Magnifique T-Shirt Blanc&nbsp; Coton-Elasthanne  Très belle finition et qualité de coton Imprimé Los Angeles Bleu délavé sur poitrine Col Rond.Surpiquage Bleu sur les côtésCollection 1ère Ligne Guess By Marciano - Los Angeles 95% Coton - 5% Elasthanne  Ref : H_GuessBM_T-Shirt_M609_Blanc - SOLDES JUSQU’À -70%||||XXL||Guess by Marciano||65|||39||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guessbm_t-shirt_m609blr.jpg||||
H_GuessBM_T-Shirt_M611_Gris|H_GuessBM_T-Shirt_M611_Gris_XL||||T-Shirt Guess By Marciano XL  - Soldes||| Magnifique T-Shirt Gris&nbsp; Coton-Elasthanne  Très belle finition et qualité de coton T-Shirt Gris, Imprimé Guess Gris et Vert Fluo sur poitrine Col RondFlocage Guess (Vertical) By Marciano sur poitrine Col Rond Col Rond Collection 1ère Ligne Guess By Marciano - Los Angeles 95% Coton - 5% Elasthanne  Ref : H_GuessBM_T-Shirt_M611_Gris - SOLDES JUSQU’À -70%||||XL||Guess by Marciano||65|||39||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guessbm_t-shirt_m611grrh.jpg||||
H_Guess_T-Shirt_Un1801_Blanc|H_Guess_T-Shirt_Un1801_Blanc_L||||T-Shirt Guess L  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_Un1801_Blanc - SOLDES JUSQU’À -70%||||L||Guess||62|||29.76||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_1801_br.jpg||||
H_Guess_T-Shirt_Un1801_Blanc|H_Guess_T-Shirt_Un1801_Blanc_XL||||T-Shirt Guess XL  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_Un1801_Blanc - SOLDES JUSQU’À -70%||||XL||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_1801_br.jpg||||
H_Guess_T-Shirt_Un1802_Blanc|H_Guess_T-Shirt_Un1802_Blanc_L||||T-Shirt Guess L  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_Un1802_Blanc - SOLDES JUSQU’À -70%||||L||Guess||62|||29.76||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_1802_blr.jpg||||
H_Guess_T-Shirt_Un1802_Blanc|H_Guess_T-Shirt_Un1802_Blanc_XL||||T-Shirt Guess XL  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_Un1802_Blanc - SOLDES JUSQU’À -70%||||XL||Guess||62|||29.76||N|0|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_1802_blr.jpg||||
H_Guess_T-Shirt_Un1802_Noir|H_Guess_T-Shirt_Un1802_Noir_S||||T-Shirt Guess S  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_Un1802_Noir - SOLDES JUSQU’À -70%||||S||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_t-shirt_1802_nr.jpg||||
H_Guess_T-Shirt_UnG017_Blanc|H_Guess_T-Shirt_UnG017_Blanc_L||||T-Shirt Guess L  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_UnG017_Blanc - SOLDES JUSQU’À -70%||||L||Guess||62|||29.76||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_g017_blr.jpg||||
H_Guess_T-Shirt_UnG017_Blanc|H_Guess_T-Shirt_UnG017_Blanc_M||||T-Shirt Guess M  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_UnG017_Blanc - SOLDES JUSQU’À -70%||||M||Guess||62|||29.76||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_g017_blr.jpg||||
H_Guess_T-Shirt_UnG017_Blanc|H_Guess_T-Shirt_UnG017_Blanc_S||||T-Shirt Guess S  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_UnG017_Blanc - SOLDES JUSQU’À -70%||||S||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_g017_blr.jpg||||
H_Guess_T-Shirt_UnG017_Blanc|H_Guess_T-Shirt_UnG017_Blanc_XXL||||T-Shirt Guess XXL  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton Ref : H_Guess_T-Shirt_UnG017_Blanc - SOLDES JUSQU’À -70%||||XXL||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_und_t-shirt_g017_blr.jpg||||
H_Guess_T-Shirt_UnG022_Noir|H_Guess_T-Shirt_UnG022_Noir_L||||T-Shirt Guess L  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_UnG022_Noir - SOLDES JUSQU’À -70%||||L||Guess||62|||29.76||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_t-shirt_g022_nr.jpg||||
H_Guess_T-Shirt_UnG022_Noir|H_Guess_T-Shirt_UnG022_Noir_M||||T-Shirt Guess M  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_UnG022_Noir - SOLDES JUSQU’À -70%||||M||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_t-shirt_g022_nr.jpg||||
H_Guess_T-Shirt_UnG022_Noir|H_Guess_T-Shirt_UnG022_Noir_XL||||T-Shirt Guess XL  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_UnG022_Noir - SOLDES JUSQU’À -70%||||XL||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_t-shirt_g022_nr.jpg||||
H_Guess_T-Shirt_UnG022_Noir|H_Guess_T-Shirt_UnG022_Noir_XXL||||T-Shirt Guess XXL  - Soldes|||Tee-Shirt Guess Underware HommeTrès confortableT-Shirt Col Rond100% Coton H_Guess_T-Shirt_UnG022_Noir - SOLDES JUSQU’À -70%||||XXL||Guess||62|||29.76||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/h_guess_t-shirt_g022_nr.jpg||||
Jean_Diesel_Viker_8B9|H_Jean_Diesel_Viker_8B9_T29-L34||||Jean Diesel Viker 8B9 T29-L34  - Soldes||| Nouvelle Collection 2010 Jean Diesel Viker modèle 8B9Modèle : VIKER 8B9Délavage : 8B9 Bleu foncé à l'aspect délavé et très uséDescription produit :Jeans DIESEL Homme coupe droiteTaille basseCinq poches Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûreLogo DIESEL sur plaquette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean_Diesel_Viker_8B9 - SOLDES JUSQU’À -70%||||T29-L34||Diesel Homme||170|||119||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-dieselviker_8b9_r-f.jpg||||
Jean_Diesel_Viker_8B9|H_Jean_Diesel_Viker_8B9_T30-L34||||Jean Diesel Viker 8B9 T30-L34  - Soldes||| Nouvelle Collection 2010 Jean Diesel Viker modèle 8B9Modèle : VIKER 8B9Délavage : 8B9 Bleu foncé à l'aspect délavé et très uséDescription produit :Jeans DIESEL Homme coupe droiteTaille basseCinq poches Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûreLogo DIESEL sur plaquette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean_Diesel_Viker_8B9 - SOLDES JUSQU’À -70%||||T30-L34||Diesel Homme||170|||119||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-dieselviker_8b9_r-f.jpg||||
Jean_Diesel_Viker_8B9|H_Jean_Diesel_Viker_8B9_T31-L34||||Jean Diesel Viker 8B9 T31-L34  - Soldes||| Nouvelle Collection 2010 Jean Diesel Viker modèle 8B9Modèle : VIKER 8B9Délavage : 8B9 Bleu foncé à l'aspect délavé et très uséDescription produit :Jeans DIESEL Homme coupe droiteTaille basseCinq poches Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûreLogo DIESEL sur plaquette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean_Diesel_Viker_8B9 - SOLDES JUSQU’À -70%||||T31-L34||Diesel Homme||170|||119||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-dieselviker_8b9_r-f.jpg||||
Jean_Diesel_Viker_8B9|H_Jean_Diesel_Viker_8B9_T32-L34||||Jean Diesel Viker 8B9 T32-L34  - Soldes||| Nouvelle Collection 2010 Jean Diesel Viker modèle 8B9Modèle : VIKER 8B9Délavage : 8B9 Bleu foncé à l'aspect délavé et très uséDescription produit :Jeans DIESEL Homme coupe droiteTaille basseCinq poches Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûreLogo DIESEL sur plaquette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean_Diesel_Viker_8B9 - SOLDES JUSQU’À -70%||||T32-L34||Diesel Homme||170|||119||N|3|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-dieselviker_8b9_r-f.jpg||||
H_Jean_Energie_Higelin|H_Jean_Energie_Higelin_T30-L34||||Jean Energie Higelin T30-L34 |||Jean Energie HIGELINLe BEST SELLER Energie. Très facile à porter.Jean Highelin - EnergieTaille sous passantsMoustache: devant et base3 poches plaquées devant avec rivets siglés dont 2 arrondies et 1 ticket2 poches plaquées au dos avec broderie bicolore + 1 plaque en métal sigléeEffet d'usure: braguette, poches et baseFermé par 1 bouton et 1 zip sous patteCouleur: noir délavéComposition: 98% coton, 2% élasthanneLongueur côté: 104 cm env. pour une taille 29Longueur entrejambe: 84 cm env.Composition : 100% cotoAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_Higelin||||T30-L34||Energie||110|||64.9||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_highelin_r.jpg||||
H_Jean_Energie_Higelin|H_Jean_Energie_Higelin_T31-L34||||Jean Energie Higelin T31-L34 |||Jean Energie HIGELINLe BEST SELLER Energie. Très facile à porter.Jean Highelin - EnergieTaille sous passantsMoustache: devant et base3 poches plaquées devant avec rivets siglés dont 2 arrondies et 1 ticket2 poches plaquées au dos avec broderie bicolore + 1 plaque en métal sigléeEffet d'usure: braguette, poches et baseFermé par 1 bouton et 1 zip sous patteCouleur: noir délavéComposition: 98% coton, 2% élasthanneLongueur côté: 104 cm env. pour une taille 29Longueur entrejambe: 84 cm env.Composition : 100% cotoAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_Higelin||||T31-L34||Energie||110|||64.9||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_highelin_r.jpg||||
H_Jean_Energie_Higelin|H_Jean_Energie_Higelin_T32-L32||||Jean Energie Higelin T32-L32 |||Jean Energie HIGELINLe BEST SELLER Energie. Très facile à porter.Jean Highelin - EnergieTaille sous passantsMoustache: devant et base3 poches plaquées devant avec rivets siglés dont 2 arrondies et 1 ticket2 poches plaquées au dos avec broderie bicolore + 1 plaque en métal sigléeEffet d'usure: braguette, poches et baseFermé par 1 bouton et 1 zip sous patteCouleur: noir délavéComposition: 98% coton, 2% élasthanneLongueur côté: 104 cm env. pour une taille 29Longueur entrejambe: 84 cm env.Composition : 100% cotoAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_Higelin||||T32-L32||Energie||110|||64.9||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_highelin_r.jpg||||
H_Jean_Energie_Higelin|H_Jean_Energie_Higelin_T33-L34||||Jean Energie Higelin T33-L34 |||Jean Energie HIGELINLe BEST SELLER Energie. Très facile à porter.Jean Highelin - EnergieTaille sous passantsMoustache: devant et base3 poches plaquées devant avec rivets siglés dont 2 arrondies et 1 ticket2 poches plaquées au dos avec broderie bicolore + 1 plaque en métal sigléeEffet d'usure: braguette, poches et baseFermé par 1 bouton et 1 zip sous patteCouleur: noir délavéComposition: 98% coton, 2% élasthanneLongueur côté: 104 cm env. pour une taille 29Longueur entrejambe: 84 cm env.Composition : 100% cotoAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_Higelin||||T33-L34||Energie||110|||64.9||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_highelin_r.jpg||||
H_Jean_Energie_Higelin|H_Jean_Energie_Higelin_T36-L36||||Jean Energie Higelin T36-L36 |||Jean Energie HIGELINLe BEST SELLER Energie. Très facile à porter.Jean Highelin - EnergieTaille sous passantsMoustache: devant et base3 poches plaquées devant avec rivets siglés dont 2 arrondies et 1 ticket2 poches plaquées au dos avec broderie bicolore + 1 plaque en métal sigléeEffet d'usure: braguette, poches et baseFermé par 1 bouton et 1 zip sous patteCouleur: noir délavéComposition: 98% coton, 2% élasthanneLongueur côté: 104 cm env. pour une taille 29Longueur entrejambe: 84 cm env.Composition : 100% cotoAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_Higelin||||T36-L36||Energie||110|||64.9||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_highelin_r.jpg||||
H_Jean_Energie_Peet_L|H_Jean_Energie_Peet_L_3||||Jean Energie Peet Trousser T33-L36 |||Jean Energie PEETTrès travaillé, magnifique délavage bleu clair. Ajouré au niveau du genoux.Jean coupe droite,&nbsp;confort standard.&nbsp;Traces d'usure et effet froissé.&nbsp;Braguette boutonnée.&nbsp;Entrejambe 86,5 cm, bas 23 cm environ.&nbsp;Composition : 100% cotonAttention : Contrairement aux autres modèles Energie, ce modèle taille normalement.ref : H_Jean_Energie_PEET_L||||T33-L36||Energie||109|||54.5||N|0|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_peet-l-r.jpg||||
H_Jean_Energie_Peet_L|H_Jean_Energie_Peet_L_T34-L32||||Jean Energie Peet Trousser T34-L32 |||Jean Energie PEETTrès travaillé, magnifique délavage bleu clair. Ajouré au niveau du genoux.Jean coupe droite,&nbsp;confort standard.&nbsp;Traces d'usure et effet froissé.&nbsp;Braguette boutonnée.&nbsp;Entrejambe 86,5 cm, bas 23 cm environ.&nbsp;Composition : 100% cotonAttention : Contrairement aux autres modèles Energie, ce modèle taille normalement.ref : H_Jean_Energie_PEET_L||||T34-L32||Energie||109|||54.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_peet-l-r.jpg||||
H_Jean_Energie_Peet_R|H_Jean_Energie_Peet_R_1||||Jean Energie Peet 2 Trousser T33-L34 |||Jean Energie PEET 2 TROUSSERParticulièrement orignal avec fermeture zip sur le côté.Jean coupe droite,&nbsp;confort standard.&nbsp;Traces d'usure et effet froissé.&nbsp;Braguette boutonnée.&nbsp;Entrejambe 86,5 cm, bas 23 cm environ.&nbsp;Composition : 100% cotonAttention : les jeans Energie taillent petits. Prévoir 1 taille, voire 2, au-dessus de la normale.ref : H_Jean_Energie_PEET_R||||T33-L34||Energie||110|||55||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_peet_r-r.jpg||||
H_Jean_Energie_Peet_L|H_Jean_Energie_Peet_T36-L34||||Jean Energie Peet Trousser T36-L34 |||Jean Energie PEETTrès travaillé, magnifique délavage bleu clair. Ajouré au niveau du genoux.Jean coupe droite,&nbsp;confort standard.&nbsp;Traces d'usure et effet froissé.&nbsp;Braguette boutonnée.&nbsp;Entrejambe 86,5 cm, bas 23 cm environ.&nbsp;Composition : 100% cotonAttention : Contrairement aux autres modèles Energie, ce modèle taille normalement.ref : H_Jean_Energie_PEET_L||||T36-L34||Energie||109|||54.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean_energie_peet_r-r.jpg||||
